input_doi,matched_doi,confidence,matched_doi_type,matched_in_openalex
10.48550/arxiv.2102.01147,10.1016/j.jbi.2022.104079,0.9098,journal-article,FALSE
10.48550/arxiv.1803.09928,10.1609/icaps.v29i1.3533,1,journal-article,TRUE
10.48550/arxiv.2303.09196,10.1109/cdc49753.2023.10383728,1,proceedings-article,TRUE
10.48550/arxiv.1412.6022,10.1016/j.jde.2015.11.006,1,journal-article,TRUE
10.48550/arxiv.math/0511608,10.1016/j.jalgebra.2006.11.014,1,journal-article,TRUE
10.48550/arxiv.2304.13300,10.1002/qute.202300177,1,journal-article,TRUE
10.48550/arxiv.2111.03295,10.3389/frai.2022.811563,0.9517,journal-article,FALSE
10.48550/arxiv.math/0102190,10.1007/s002080000115,0.875,journal-article,TRUE
10.48550/arxiv.1910.00777,10.51202/9783186857101-142,0.875,book-chapter,FALSE
10.48550/arxiv.1707.02112,10.1007/978-3-319-71249-9_14,1,book-chapter,TRUE
10.48550/arxiv.2007.14132,10.1109/icip40778.2020.9191121,1,proceedings-article,TRUE
10.48550/arxiv.1511.06131,10.2969/aspm/08610141,0.8525,proceedings-article,FALSE
10.48550/arxiv.2007.04881,10.1137/20m1350984,1,journal-article,TRUE
10.48550/arxiv.2103.12558,10.1002/acs.3326,1,journal-article,TRUE
10.48550/arxiv.1508.07309,10.1112/jlms.12017,0.9029,journal-article,TRUE
10.48550/arxiv.2108.08737,10.1093/imrn/rnac132,1,journal-article,TRUE
10.48550/arxiv.1401.0056,10.1016/j.solener.2014.07.010,1,journal-article,TRUE
10.48550/arxiv.2302.13514,10.46254/na8.20230219,1,proceedings-article,TRUE
10.48550/arxiv.chao-dyn/9810008,10.1142/s0218348x99000104,0.875,journal-article,TRUE
10.48550/arxiv.2409.06217,10.1109/icassp49660.2025.10890444,1,proceedings-article,FALSE
10.48550/arxiv.2102.11266,10.1016/j.jmb.2023.168369,0.9434,journal-article,TRUE
10.48550/arxiv.2104.11513,10.1109/jsac.2021.3088632,1,journal-article,TRUE
10.48550/arxiv.quant-ph/9610033,10.1093/oso/9780198500599.003.0025,1,book-chapter,FALSE
10.48550/arxiv.0711.3583,10.5802/aif.2638,0.951,journal-article,FALSE
10.48550/arxiv.astro-ph/0612376,10.1111/j.1365-2966.2009.14478.x,0.9228,journal-article,FALSE
10.48550/arxiv.2310.06016,10.1038/s41550-024-02239-2,0.9784,journal-article,FALSE
10.48550/arxiv.astro-ph/9611113,10.1017/s0252921100042524,0.875,journal-article,FALSE
10.48550/arxiv.1710.04052,10.1142/9789811203480_0017,1,book-chapter,TRUE
10.48550/arxiv.0805.2534,10.1007/978-0-8176-4934-0_1,1,book-chapter,TRUE
10.48550/arxiv.0909.3742,10.1007/s00605-010-0222-z,1,journal-article,TRUE
10.48550/arxiv.2411.01512,10.1007/978-981-96-0960-4_16,1,book-chapter,FALSE
10.48550/arxiv.cond-mat/9803163,10.1103/physrevlett.80.4566,0.8763,journal-article,TRUE
10.48550/arxiv.2210.07578,10.1145/3557991.3567795,1,proceedings-article,FALSE
10.48550/arxiv.2402.01962,10.3847/1538-3881/ad0cf4,1,journal-article,TRUE
10.48550/arxiv.1903.01406,10.1145/3366423.3380217,1,proceedings-article,TRUE
10.48550/arxiv.2204.11804,10.1007/978-3-031-72621-7_3,0.922,book-chapter,FALSE
10.48550/arxiv.1711.04242,10.1007/s00034-019-01236-5,0.8985,journal-article,FALSE
10.48550/arxiv.1309.1725,10.15352/bjma/09-2-7,0.9577,journal-article,FALSE
10.48550/arxiv.2110.13258,10.1103/physrevphyseducres.18.020123,0.8926,journal-article,FALSE
10.48550/arxiv.astro-ph/0207120,10.1086/341645,0.8727,journal-article,FALSE
10.48550/arxiv.0709.0252,10.1016/j.cam.2009.02.082,1,journal-article,TRUE
10.48550/arxiv.2101.05245,10.1007/s10013-023-00652-0,1,journal-article,FALSE
10.48550/arxiv.1701.03626,10.1007/s10474-017-0748-9,0.9962,journal-article,FALSE
10.48550/arxiv.0810.5301,10.1007/s00526-011-0419-6,0.9125,journal-article,FALSE
10.48550/arxiv.physics/0602166,10.1109/jstqe.2006.872718,1,journal-article,TRUE
10.48550/arxiv.1310.0404,10.1016/j.spa.2014.02.008,1,journal-article,TRUE
10.48550/arxiv.2309.07914,10.1109/iccv51070.2023.00594,1,proceedings-article,TRUE
10.48550/arxiv.2504.03712,10.1016/j.solener.2025.113312,0.8829,journal-article,FALSE
10.48550/arxiv.2211.09964,10.1137/1.9781611977554.ch154,1,book-chapter,TRUE
10.48550/arxiv.1906.07875,10.1109/icmla.2019.00139,1,proceedings-article,TRUE
10.48550/arxiv.2112.03094,10.1016/j.camwa.2023.01.009,1,journal-article,TRUE
10.48550/arxiv.0808.0135,10.1007/s00020-009-1698-6,1,journal-article,FALSE
10.48550/arxiv.math/0410338,10.4171/cmh/43,1,journal-article,TRUE
10.48550/arxiv.2212.08119,10.23919/acc55779.2023.10156465,1,proceedings-article,TRUE
10.48550/arxiv.2301.10583,10.1109/tci.2023.3340612,0.9684,journal-article,FALSE
10.48550/arxiv.1410.7376,10.1109/icra.2015.7139960,1,proceedings-article,TRUE
10.48550/arxiv.2311.08598,10.18653/v1/2024.emnlp-main.107,1,proceedings-article,FALSE
10.48550/arxiv.2004.10569,10.1515/nanoph-2021-0340,0.8866,journal-article,FALSE
10.48550/arxiv.2108.10551,10.1007/978-3-030-69535-4_37,1,book-chapter,TRUE
10.48550/arxiv.2203.04153,10.1109/jiot.2022.3222221,1,journal-article,TRUE
10.48550/arxiv.1411.4640,10.4007/annals.2016.183.2.6,1,journal-article,TRUE
10.48550/arxiv.0811.2473,10.1007/s10910-008-9507-z,1,journal-article,TRUE
10.48550/arxiv.2011.10684,10.1609/aaai.v35i8.16909,1,journal-article,TRUE
10.48550/arxiv.2105.05036,10.1016/j.matpur.2022.05.011,1,journal-article,FALSE
10.48550/arxiv.1905.02461,10.1007/s10998-020-00329-y,1,journal-article,FALSE
10.48550/arxiv.1201.3545,10.1162/artl_a_00073,0.8526,journal-article,FALSE
10.48550/arxiv.1608.02843,10.1090/bull/1552,1,journal-article,TRUE
10.48550/arxiv.1811.09553,10.1080/03081087.2020.1834493,1,journal-article,TRUE
10.48550/arxiv.2401.03522,10.1109/tcsvt.2024.3390173,1,journal-article,TRUE
10.48550/arxiv.2311.04136,10.1007/s40840-024-01763-8,0.9226,journal-article,FALSE
10.48550/arxiv.2103.14924,10.1007/s10208-023-09627-6,1,journal-article,FALSE
10.48550/arxiv.1801.09834,10.1002/sam.11447,1,journal-article,TRUE
10.48550/arxiv.0911.0503,10.1109/wicom.2010.5600904,0.8996,proceedings-article,FALSE
10.48550/arxiv.2211.03326,10.2748/tmj.20230508,0.9652,journal-article,FALSE
10.48550/arxiv.1907.04914,10.1039/c9ra05168f,1,journal-article,TRUE
